TransactionID,Date,CustomerID,CustomerSegment,Category,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
TRX-191962,2025-05-19 17:56:22,16572,New,Home & Garden,Coffee Maker,1,63.93,63.93,Cash
TRX-329580,2026-04-09 13:17:40,65444,Regular,Home & Garden,Blender,1,68.86,68.86,PayPal
TRX-853180,2026-02-13 18:24:14,87182,Regular,Electronics,Monitor,1,238.29,238.29,Credit Card
TRX-607938,2025-05-21 19:24:49,38705,Regular,Clothing,Sneakers,1,104.85,104.85,Credit Card
TRX-800015,2025-05-04 16:40:47,34957,New,Home & Garden,Coffee Maker,1,82.88,82.88,PayPal
TRX-456005,2025-07-25 18:08:07,23979,Regular,Home & Garden,Lamp,1,20.49,20.49,Debit Card
TRX-916622,2025-06-11 22:12:02,30232,New,Clothing,Jeans,1,47.72,47.72,Credit Card
TRX-432125,2025-12-03 13:08:14,11824,VIP,Clothing,Jacket,2,60.2,120.4,Credit Card
TRX-757694,2025-06-27 03:15:33,91927,Regular,Electronics,Smartphone,3,924.77,2774.31,Debit Card
TRX-560461,2026-03-30 10:19:12,13552,New,Electronics,Monitor,1,279.23,279.23,Credit Card
TRX-851583,2025-07-21 11:59:25,28726,New,Sports,Dumbbells,1,56.88,56.88,Debit Card
TRX-672808,2025-09-15 07:07:41,91691,New,Electronics,Monitor,1,265.12,265.12,Credit Card
TRX-676429,2025-11-15 01:59:27,82845,VIP,Clothing,Jeans,1,59.02,59.02,Credit Card
TRX-766158,2025-12-29 05:53:56,38016,New,Sports,Water Bottle,1,18.95,18.95,Debit Card
TRX-919240,2025-11-03 13:46:12,69638,New,Electronics,Headphones,1,97.1,97.1,Debit Card
TRX-727291,2026-01-31 06:34:05,80457,New,Sports,Yoga Mat,2,29.18,58.36,PayPal
TRX-320958,2025-08-08 23:39:42,73372,Regular,Electronics,Headphones,1,96.81,96.81,Debit Card
TRX-141683,2025-08-04 18:47:45,70142,Regular,Home & Garden,Blender,1,43.67,43.67,Credit Card
TRX-403657,2025-05-16 08:23:27,39571,Regular,Clothing,T-Shirt,4,28.63,114.52,Cash
TRX-225805,2025-06-03 06:06:48,69473,Regular,Electronics,Smartphone,3,989.1,2967.3,PayPal
TRX-542514,2025-05-29 14:00:59,40021,VIP,Clothing,T-Shirt,3,25.87,77.61,Debit Card
TRX-454861,2026-04-27 05:04:25,82529,New,Electronics,Headphones,1,112.48,112.48,Credit Card
TRX-100672,2025-05-20 02:03:17,68743,Regular,Clothing,Sneakers,1,85.8,85.8,Debit Card
TRX-182860,2025-11-15 06:38:21,80592,New,Clothing,T-Shirt,2,29.72,59.44,Credit Card
TRX-497817,2026-01-20 13:05:13,54587,Regular,Electronics,Monitor,3,254.8,764.4000000000001,Credit Card
TRX-991737,2025-08-30 20:08:38,23446,VIP,Home & Garden,Coffee Maker,1,80.77,80.77,PayPal
TRX-260101,2025-06-24 21:14:33,93307,Regular,Sports,Tennis Racket,1,57.04,57.04,Debit Card
TRX-515943,2025-05-15 09:01:10,79352,Regular,Home & Garden,Coffee Maker,1,76.57,76.57,Credit Card
TRX-384682,2025-07-20 01:36:40,81643,New,Clothing,Sneakers,1,99.78,99.78,Credit Card
TRX-565420,2026-02-11 04:52:57,62581,Regular,Home & Garden,Lamp,1,52.51,52.51,Cash
TRX-277985,2025-07-01 03:12:34,40495,Regular,Clothing,Sneakers,4,116.18,464.72,Credit Card
TRX-144887,2026-01-15 08:36:13,55236,Regular,Electronics,Laptop,1,1117.98,1117.98,Credit Card
TRX-262070,2026-03-28 00:01:39,30730,New,Electronics,Smartphone,1,922.5,922.5,Credit Card
TRX-892182,2026-03-14 23:31:00,24293,New,Sports,Water Bottle,1,22.37,22.37,Credit Card
TRX-241025,2025-09-02 15:02:47,93748,New,Home & Garden,Plant Pot,1,10.25,10.25,Debit Card
TRX-220280,2025-05-26 18:44:36,57819,VIP,Home & Garden,Plant Pot,1,17.59,17.59,Credit Card
TRX-508881,2025-06-08 01:17:49,17816,VIP,Sports,Water Bottle,4,12.93,51.72,PayPal
TRX-116929,2025-05-03 12:33:40,11025,New,Clothing,Sneakers,4,117.37,469.48,Credit Card
TRX-852908,2026-04-25 22:33:29,58843,New,Home & Garden,Lamp,3,44.67,134.01,PayPal
TRX-247269,2026-04-30 16:46:47,52504,New,Electronics,Monitor,2,268.18,536.36,Credit Card
TRX-739135,2025-07-21 08:59:49,43082,New,Clothing,T-Shirt,4,24.08,96.32,Debit Card
TRX-320869,2025-11-23 09:46:26,45382,New,Electronics,Headphones,1,188.88,188.88,Debit Card
TRX-950358,2025-11-03 07:02:29,76616,New,Home & Garden,Lamp,3,48.13,144.39000000000001,Credit Card
TRX-715519,2025-06-14 01:39:15,64459,Regular,Sports,Tennis Racket,1,82.28,82.28,PayPal
TRX-860657,2026-01-03 22:38:57,33405,Regular,Clothing,Sneakers,1,70.14,70.14,PayPal
TRX-981282,2025-08-03 22:52:15,51441,VIP,Home & Garden,Lamp,1,56.3,56.3,Debit Card
TRX-260825,2026-03-03 17:01:21,83563,Regular,Electronics,Headphones,1,158.95,158.95,Debit Card
TRX-689107,2025-07-15 07:15:11,38183,New,Home & Garden,Blender,1,31.74,31.74,Credit Card
TRX-730886,2025-11-21 23:26:19,13783,New,Electronics,Headphones,2,128.56,257.12,Credit Card
TRX-595793,2025-09-28 19:49:22,86435,New,Sports,Yoga Mat,1,31.96,31.96,Debit Card
TRX-397677,2025-12-02 19:19:33,79822,Regular,Electronics,Monitor,1,399.33,399.33,Credit Card
TRX-813633,2025-07-25 20:47:31,31417,VIP,Home & Garden,Coffee Maker,2,92.0,184.0,PayPal
TRX-124559,2025-05-11 12:53:57,22363,New,Electronics,Smartphone,1,528.96,528.96,Debit Card
TRX-980103,2026-01-30 17:00:30,73956,Regular,Electronics,Smartphone,1,530.11,530.11,Credit Card
TRX-199346,2025-12-19 16:06:04,79616,Regular,Sports,Yoga Mat,2,27.95,55.9,PayPal
TRX-970161,2026-03-08 08:54:00,73654,New,Sports,Yoga Mat,2,30.05,60.1,Credit Card
TRX-708982,2025-06-06 19:46:35,93320,New,Home & Garden,Plant Pot,1,18.48,18.48,Debit Card
TRX-390302,2025-11-11 11:50:27,63545,VIP,Electronics,Headphones,3,94.35,283.04999999999995,Debit Card
TRX-186847,2025-10-10 15:38:02,43466,New,Sports,Dumbbells,1,44.36,44.36,Credit Card
TRX-144235,2026-02-13 22:16:13,56898,New,Home & Garden,Lamp,1,54.46,54.46,Credit Card
TRX-786141,2026-03-14 03:44:22,49210,New,Sports,Water Bottle,4,21.18,84.72,Debit Card
TRX-678570,2026-02-23 22:10:32,51359,Regular,Home & Garden,Coffee Maker,3,95.73,287.19,Cash
TRX-310105,2026-01-04 11:20:15,53279,Regular,Home & Garden,Blender,2,35.17,70.34,Debit Card
TRX-362073,2026-02-24 06:20:11,52437,Regular,Clothing,T-Shirt,4,26.97,107.88,PayPal
TRX-688933,2025-06-10 22:38:24,62521,Regular,Home & Garden,Coffee Maker,2,50.39,100.78,PayPal
TRX-941272,2025-11-03 22:39:01,75435,Regular,Clothing,Sneakers,1,105.83,105.83,Debit Card
TRX-544638,2026-02-10 09:49:17,40007,Regular,Home & Garden,Lamp,2,45.69,91.38,Credit Card
TRX-828082,2025-09-23 01:14:47,40007,Regular,Clothing,Sneakers,1,82.62,82.62,Credit Card
TRX-506968,2026-02-16 11:37:57,24871,Regular,Home & Garden,Plant Pot,1,20.42,20.42,PayPal
TRX-830609,2025-10-23 10:02:51,96499,Regular,Electronics,Laptop,1,1411.28,1411.28,Credit Card
TRX-548945,2025-09-11 17:54:01,23069,New,Sports,Yoga Mat,2,34.64,69.28,Debit Card
TRX-588508,2025-10-29 15:33:55,69245,Regular,Clothing,Jeans,1,42.11,42.11,Credit Card
TRX-913066,2025-07-16 07:51:49,39389,New,Sports,Dumbbells,1,55.52,55.52,Credit Card
TRX-406305,2026-01-15 02:55:11,65392,Regular,Home & Garden,Lamp,1,29.78,29.78,Credit Card
TRX-737363,2025-12-09 13:52:17,86556,Regular,Electronics,Smartphone,2,925.9,1851.8,Credit Card
TRX-751721,2025-10-16 06:48:56,39219,New,Electronics,Headphones,1,55.51,55.51,Debit Card
TRX-595043,2025-10-27 11:17:24,69177,Regular,Home & Garden,Coffee Maker,1,72.14,72.14,Debit Card
TRX-339464,2026-02-12 15:04:36,74332,New,Home & Garden,Coffee Maker,2,55.04,110.08,Cash
TRX-702597,2025-11-13 14:14:27,25157,Regular,Clothing,Jacket,1,118.19,118.19,PayPal
TRX-661652,2026-04-07 12:23:39,64524,VIP,Sports,Water Bottle,2,19.16,38.32,Debit Card
TRX-480443,2026-04-18 19:42:55,32280,VIP,Electronics,Smartphone,3,634.86,1904.58,Credit Card
TRX-844653,2025-09-07 07:36:21,30706,New,Clothing,Sneakers,1,54.67,54.67,Credit Card
TRX-253557,2025-08-08 02:43:51,10074,Regular,Electronics,Smartphone,1,828.8,828.8,Cash
TRX-453487,2026-03-03 19:25:22,62743,Regular,Clothing,Jeans,3,78.6,235.79999999999998,Credit Card
TRX-293862,2025-09-21 19:05:45,59060,Regular,Clothing,Jeans,1,64.26,64.26,Credit Card
TRX-157287,2025-08-12 21:49:55,51104,New,Home & Garden,Coffee Maker,2,42.38,84.76,Debit Card
TRX-124302,2025-06-04 16:15:09,41091,New,Home & Garden,Plant Pot,1,10.92,10.92,Cash
TRX-135730,2026-03-20 13:03:33,49363,New,Electronics,Monitor,1,349.55,349.55,Debit Card
TRX-879704,2025-06-28 04:39:18,67080,Regular,Home & Garden,Coffee Maker,1,73.41,73.41,Debit Card
TRX-913761,2025-05-22 15:01:50,54375,New,Electronics,Headphones,3,70.84,212.52,Credit Card
TRX-657487,2025-09-27 08:28:48,94889,New,Electronics,Smartphone,4,956.76,3827.04,Credit Card
TRX-596418,2025-09-12 23:23:31,14722,Regular,Electronics,Monitor,1,285.86,285.86,Credit Card
TRX-189689,2025-05-24 06:34:38,91167,Regular,Electronics,Headphones,1,58.59,58.59,Debit Card
TRX-818113,2025-09-08 19:15:40,89964,Regular,Clothing,T-Shirt,4,23.8,95.2,Credit Card
TRX-522253,2025-07-08 07:23:09,77839,New,Electronics,Headphones,4,91.45,365.8,Debit Card
TRX-755602,2025-08-26 02:49:07,16629,New,Home & Garden,Lamp,1,29.5,29.5,Credit Card
TRX-660972,2025-06-06 10:24:52,45179,New,Clothing,Jacket,1,108.24,108.24,Credit Card
TRX-144894,2025-10-05 04:32:28,32782,New,Home & Garden,Coffee Maker,1,42.84,42.84,Debit Card
TRX-793939,2026-04-05 08:21:56,33405,Regular,Electronics,Monitor,2,341.02,682.04,Credit Card
TRX-109363,2025-05-17 00:20:26,23446,VIP,Home & Garden,Plant Pot,3,23.23,69.69,PayPal
TRX-189211,2025-10-02 11:28:31,97806,Regular,Home & Garden,Lamp,4,24.0,96.0,Credit Card
TRX-735111,2025-09-28 23:57:18,40161,VIP,Electronics,Smartphone,2,535.05,1070.1,Debit Card
TRX-710156,2025-12-11 12:40:50,28289,Regular,Home & Garden,Coffee Maker,1,70.05,70.05,PayPal
TRX-438891,2025-08-10 07:16:18,23710,New,Home & Garden,Coffee Maker,1,55.11,55.11,Debit Card
TRX-520106,2025-12-25 03:30:29,90120,VIP,Home & Garden,Blender,5,45.56,227.8,Credit Card
TRX-251631,2025-07-09 04:05:35,71069,New,Sports,Dumbbells,1,56.88,56.88,Debit Card
TRX-282176,2025-07-14 13:37:10,71605,Regular,Clothing,Jeans,1,72.33,72.33,Credit Card
TRX-310297,2025-07-14 11:35:22,40771,New,Home & Garden,Plant Pot,4,11.35,45.4,PayPal
TRX-520884,2025-11-10 21:59:53,24371,Regular,Electronics,Headphones,1,71.19,71.19,Credit Card
TRX-716204,2026-04-18 18:04:55,61856,Regular,Clothing,Jacket,2,61.67,123.34,Credit Card
TRX-384434,2026-03-17 11:47:03,82132,Regular,Sports,Water Bottle,1,15.69,15.69,PayPal
TRX-243876,2026-01-28 03:23:04,67898,New,Electronics,Laptop,1,1264.46,1264.46,Debit Card
TRX-451367,2025-07-05 21:16:38,85529,New,Electronics,Monitor,1,370.31,370.31,PayPal
TRX-298553,2026-01-15 01:50:30,30706,New,Clothing,Sneakers,1,51.92,51.92,Credit Card
TRX-236217,2025-09-23 17:07:14,97806,Regular,Sports,Yoga Mat,1,26.75,26.75,PayPal
TRX-727263,2025-05-02 12:25:19,26547,VIP,Home & Garden,Coffee Maker,3,48.68,146.04,Credit Card
TRX-670053,2025-05-14 23:36:37,47762,New,Clothing,Sneakers,3,104.77,314.31,Debit Card
TRX-842658,2025-08-12 23:40:19,17104,New,Clothing,T-Shirt,1,20.34,20.34,Credit Card
TRX-497349,2025-05-10 18:25:53,69682,New,Sports,Yoga Mat,1,22.51,22.51,Cash
TRX-156157,2025-06-09 00:43:31,65724,New,Sports,Yoga Mat,3,18.01,54.03,Credit Card
TRX-655575,2025-08-24 13:48:40,40947,Regular,Home & Garden,Lamp,1,52.16,52.16,Debit Card
TRX-988991,2026-01-08 22:01:54,73956,Regular,Clothing,T-Shirt,2,22.57,45.14,PayPal
TRX-921861,2025-12-03 05:47:41,60140,Regular,Home & Garden,Blender,1,74.41,74.41,Credit Card
TRX-471643,2025-10-15 06:33:35,74139,Regular,Sports,Yoga Mat,1,20.59,20.59,Debit Card
TRX-253032,2025-05-11 21:07:08,39451,VIP,Electronics,Headphones,4,87.74,350.96,Credit Card
TRX-710169,2026-02-10 05:22:24,92213,Regular,Home & Garden,Lamp,1,26.75,26.75,Debit Card
TRX-592034,2025-09-11 05:49:26,21957,New,Sports,Tennis Racket,1,133.29,133.29,PayPal
TRX-162969,2025-05-23 22:04:43,38043,New,Clothing,Jacket,4,135.49,541.96,Debit Card
TRX-151014,2026-04-29 12:44:07,89818,Regular,Electronics,Headphones,4,98.18,392.72,Debit Card
TRX-436276,2025-08-22 05:49:43,19838,Regular,Clothing,Sneakers,1,51.94,51.94,Credit Card
TRX-376002,2025-12-24 17:52:13,24996,Regular,Clothing,Sneakers,1,51.13,51.13,PayPal
TRX-814164,2025-12-21 20:40:01,95394,New,Home & Garden,Lamp,4,56.2,224.8,Debit Card
TRX-254037,2026-04-04 01:28:18,96163,Regular,Electronics,Monitor,1,258.47,258.47,Debit Card
TRX-181288,2025-11-25 21:30:35,17685,Regular,Electronics,Headphones,1,107.46,107.46,Cash
TRX-262240,2026-04-21 11:54:09,82340,Regular,Electronics,Laptop,1,1472.97,1472.97,Credit Card
TRX-521536,2025-09-03 15:01:22,44973,New,Home & Garden,Plant Pot,1,11.64,11.64,Credit Card
TRX-147828,2025-11-23 22:07:40,60432,Regular,Home & Garden,Lamp,2,23.34,46.68,Credit Card
TRX-355479,2026-04-25 04:51:19,95649,New,Sports,Tennis Racket,3,130.62,391.86,Debit Card
TRX-631935,2025-11-04 09:25:37,40595,VIP,Sports,Yoga Mat,2,19.96,39.92,PayPal
TRX-760830,2025-10-04 18:39:46,21359,New,Sports,Tennis Racket,1,134.69,134.69,PayPal
TRX-347088,2025-11-01 16:01:13,22217,New,Clothing,T-Shirt,4,27.54,110.16,Cash
TRX-379005,2026-02-16 16:12:21,49240,New,Home & Garden,Lamp,3,43.02,129.06,PayPal
TRX-982544,2025-07-05 00:53:07,73372,Regular,Clothing,Jacket,2,104.96,209.92,Credit Card
TRX-882445,2025-08-16 10:15:45,70142,Regular,Home & Garden,Lamp,4,52.28,209.12,Credit Card
TRX-976651,2025-12-16 17:38:48,62976,New,Home & Garden,Coffee Maker,1,70.8,70.8,Debit Card
TRX-359961,2025-06-24 10:00:32,14722,Regular,Home & Garden,Plant Pot,4,18.55,74.2,Credit Card
TRX-925250,2025-06-11 15:53:22,95823,Regular,Clothing,Sneakers,1,118.42,118.42,Debit Card
TRX-417661,2025-09-27 04:28:30,82529,New,Sports,Yoga Mat,2,18.42,36.84,Credit Card
TRX-144773,2026-01-24 00:15:32,50966,Regular,Sports,Yoga Mat,2,23.88,47.76,Credit Card
TRX-520345,2025-08-23 20:28:52,56357,Regular,Electronics,Smartphone,1,651.25,651.25,Debit Card
TRX-474927,2025-10-29 14:32:30,84847,Regular,Home & Garden,Blender,1,30.63,30.63,Credit Card
TRX-112782,2025-08-19 06:04:04,31178,Regular,Clothing,Jacket,1,126.57,126.57,Credit Card
TRX-656208,2026-04-03 16:30:38,14278,Regular,Sports,Yoga Mat,1,16.08,16.08,PayPal
TRX-921110,2026-04-12 19:33:39,22363,New,Home & Garden,Lamp,1,53.26,53.26,Debit Card
TRX-344315,2025-11-27 00:30:04,93746,Regular,Clothing,Jeans,1,43.79,43.79,Credit Card
TRX-438974,2025-05-18 07:48:30,40613,Regular,Home & Garden,Lamp,1,57.51,57.51,Credit Card
TRX-497993,2025-08-13 12:41:48,94518,Regular,Electronics,Laptop,1,986.18,986.18,PayPal
TRX-320039,2025-09-02 07:45:21,31567,Regular,Home & Garden,Plant Pot,4,16.73,66.92,PayPal
TRX-635167,2025-10-20 17:08:01,70217,New,Home & Garden,Lamp,1,27.22,27.22,Credit Card
TRX-329964,2025-11-16 14:36:11,63545,VIP,Sports,Dumbbells,2,41.6,83.2,Credit Card
TRX-904357,2025-08-16 15:24:11,70236,Regular,Electronics,Laptop,1,1141.5,1141.5,Debit Card
TRX-626725,2026-03-25 07:30:50,92397,Regular,Clothing,Jeans,4,54.41,217.64,Credit Card
TRX-363550,2025-07-18 13:50:39,87014,VIP,Home & Garden,Coffee Maker,3,95.59,286.77,Credit Card
TRX-835236,2025-07-29 00:02:18,24953,Regular,Home & Garden,Coffee Maker,1,60.28,60.28,Credit Card
TRX-135035,2025-08-23 05:40:54,24371,Regular,Clothing,Sneakers,1,76.47,76.47,PayPal
TRX-385898,2025-06-27 16:42:15,30969,Regular,Sports,Yoga Mat,1,28.5,28.5,Debit Card
TRX-237579,2025-07-21 17:22:11,99065,Regular,Home & Garden,Plant Pot,1,20.48,20.48,Credit Card
TRX-426558,2025-11-01 15:50:42,13278,New,Home & Garden,Coffee Maker,1,70.47,70.47,PayPal
TRX-495400,2025-12-08 14:29:31,20589,New,Sports,Yoga Mat,3,25.94,77.82000000000001,PayPal
TRX-426806,2025-12-13 17:04:36,74340,New,Electronics,Headphones,2,96.43,192.86,Credit Card
TRX-924040,2025-09-30 07:21:18,70946,VIP,Electronics,Monitor,2,315.47,630.94,Credit Card
TRX-120053,2025-07-28 09:56:48,62296,New,Sports,Water Bottle,4,11.42,45.68,Credit Card
TRX-753756,2026-03-29 02:59:24,34727,New,Sports,Water Bottle,3,24.56,73.67999999999999,Debit Card
TRX-602550,2026-03-11 04:02:20,15224,Regular,Clothing,Jacket,2,146.75,293.5,Credit Card
TRX-305507,2025-05-09 01:15:15,80807,New,Electronics,Laptop,3,948.54,2845.62,Credit Card
TRX-989735,2025-07-01 12:43:21,40613,Regular,Home & Garden,Plant Pot,2,13.64,27.28,Credit Card
TRX-800596,2025-09-11 05:18:07,69600,VIP,Home & Garden,Lamp,1,47.64,47.64,Cash
TRX-605414,2025-05-08 09:35:12,26505,VIP,Clothing,Jacket,2,64.74,129.48,PayPal
TRX-221628,2025-05-21 02:29:09,69049,Regular,Electronics,Headphones,1,189.84,189.84,Debit Card
TRX-425138,2025-11-16 20:39:26,53540,Regular,Sports,Dumbbells,3,51.78,155.34,Credit Card
TRX-268923,2025-06-25 09:10:42,55745,New,Electronics,Laptop,1,1191.79,1191.79,Credit Card
TRX-558600,2025-05-31 10:58:27,86622,Regular,Home & Garden,Blender,1,43.46,43.46,PayPal
TRX-249573,2026-02-09 09:29:04,95394,New,Clothing,Jeans,4,72.12,288.48,Debit Card
TRX-487743,2025-06-07 16:36:52,56507,VIP,Electronics,Laptop,1,1283.3,1283.3,Credit Card
TRX-314393,2026-03-08 11:42:01,83772,VIP,Sports,Water Bottle,2,24.63,49.26,Debit Card
TRX-112426,2025-05-07 04:49:59,30861,New,Home & Garden,Blender,3,30.26,90.78,Credit Card
TRX-773693,2025-11-24 12:34:28,82340,Regular,Sports,Yoga Mat,2,26.03,52.06,PayPal
TRX-779564,2025-08-29 21:54:45,17894,Regular,Clothing,T-Shirt,4,19.33,77.32,Credit Card
TRX-880080,2026-03-28 10:32:39,19681,Regular,Home & Garden,Coffee Maker,2,53.3,106.6,Credit Card
TRX-433864,2025-12-15 02:47:00,67711,New,Electronics,Laptop,1,976.87,976.87,Debit Card
TRX-873449,2025-05-13 17:16:21,85674,Regular,Home & Garden,Coffee Maker,2,69.19,138.38,Credit Card
TRX-550137,2025-12-09 09:24:23,26011,New,Sports,Water Bottle,1,10.24,10.24,Debit Card
TRX-999529,2025-08-08 11:56:06,87580,New,Electronics,Laptop,2,1155.45,2310.9,Debit Card
TRX-897925,2025-06-28 20:54:07,18968,Regular,Home & Garden,Plant Pot,2,15.8,31.6,Credit Card
TRX-104326,2025-11-20 23:45:11,12011,Regular,Electronics,Headphones,2,80.12,160.24,Debit Card
TRX-449773,2025-11-06 23:26:21,28373,New,Home & Garden,Coffee Maker,3,70.64,211.92000000000002,Credit Card
TRX-237259,2025-09-03 07:24:49,14852,New,Sports,Dumbbells,1,57.17,57.17,Credit Card
TRX-990472,2025-07-08 22:43:06,43065,Regular,Home & Garden,Lamp,1,57.17,57.17,Credit Card
TRX-505426,2025-09-09 08:59:04,94659,Regular,Home & Garden,Blender,3,77.29,231.87,Credit Card
TRX-159653,2025-09-20 21:49:03,46458,Regular,Clothing,Jacket,1,116.5,116.5,Debit Card
TRX-216185,2025-05-19 08:21:29,39949,Regular,Electronics,Smartphone,1,871.23,871.23,Debit Card
TRX-655550,2025-08-01 04:49:01,82063,Regular,Sports,Dumbbells,1,44.94,44.94,PayPal
TRX-827117,2026-04-22 16:08:08,15167,Regular,Home & Garden,Coffee Maker,1,76.3,76.3,Credit Card
TRX-756361,2026-03-13 13:52:47,25396,New,Sports,Dumbbells,3,26.63,79.89,Credit Card
TRX-857505,2025-10-30 00:54:07,85631,New,Clothing,Jeans,1,50.36,50.36,Debit Card
TRX-699982,2025-10-14 17:00:29,71524,New,Sports,Tennis Racket,1,61.82,61.82,Debit Card
TRX-136489,2025-06-18 17:28:59,31992,Regular,Home & Garden,Lamp,3,38.69,116.07,Credit Card
TRX-452898,2025-09-21 16:54:07,37659,Regular,Home & Garden,Blender,1,35.35,35.35,Credit Card
TRX-541508,2026-02-13 14:48:29,37659,Regular,Clothing,T-Shirt,1,18.28,18.28,Credit Card
TRX-185782,2026-04-07 12:02:46,94518,Regular,Sports,Dumbbells,1,22.39,22.39,PayPal
TRX-953610,2025-12-18 07:50:07,67125,Regular,Home & Garden,Plant Pot,1,18.49,18.49,Debit Card
TRX-539450,2026-01-27 20:02:57,40512,Regular,Home & Garden,Blender,1,52.72,52.72,Credit Card
TRX-715983,2025-06-16 04:27:50,13761,VIP,Clothing,T-Shirt,5,21.29,106.44999999999999,Debit Card
TRX-386488,2025-06-18 01:07:31,23154,Regular,Sports,Dumbbells,1,34.81,34.81,Credit Card
TRX-471910,2025-09-17 16:02:06,31079,New,Home & Garden,Lamp,1,34.58,34.58,PayPal
TRX-246327,2025-06-20 03:36:15,76562,Regular,Clothing,Jacket,3,123.37,370.11,Credit Card
TRX-145903,2026-03-21 01:30:01,48696,VIP,Home & Garden,Blender,3,56.34,169.02,Credit Card
TRX-596574,2026-03-24 09:25:55,96200,New,Sports,Tennis Racket,1,149.14,149.14,Debit Card
TRX-646196,2025-06-18 17:00:17,15695,New,Clothing,T-Shirt,1,25.43,25.43,Credit Card
TRX-601736,2026-02-11 01:48:52,32810,Regular,Home & Garden,Coffee Maker,1,72.86,72.86,Debit Card
TRX-970581,2025-11-27 01:55:30,81118,Regular,Home & Garden,Blender,1,52.52,52.52,Debit Card
TRX-818894,2025-09-10 18:51:42,19807,Regular,Home & Garden,Plant Pot,1,23.89,23.89,Debit Card
TRX-566070,2025-05-17 06:17:28,21959,Regular,Electronics,Smartphone,1,886.02,886.02,Debit Card
TRX-930244,2025-12-21 08:31:00,12875,Regular,Clothing,Jacket,1,64.5,64.5,PayPal
TRX-893454,2025-09-12 14:10:12,58571,New,Electronics,Monitor,2,259.04,518.08,Debit Card
TRX-494570,2026-03-19 13:38:59,15383,VIP,Home & Garden,Lamp,1,29.18,29.18,Credit Card
TRX-142288,2025-07-23 05:04:23,21003,Regular,Sports,Yoga Mat,3,21.51,64.53,Debit Card
TRX-829884,2026-03-19 11:26:43,82063,Regular,Sports,Dumbbells,2,39.28,78.56,PayPal
TRX-960279,2025-08-17 02:43:30,40217,Regular,Sports,Tennis Racket,1,120.87,120.87,Credit Card
TRX-933379,2025-08-01 01:39:51,48427,VIP,Electronics,Headphones,1,89.9,89.9,Credit Card
TRX-129751,2025-06-01 05:59:09,35112,Regular,Sports,Water Bottle,1,17.39,17.39,Cash
TRX-599571,2026-04-29 16:22:23,91691,New,Electronics,Smartphone,2,861.03,1722.06,PayPal
TRX-446968,2025-08-16 17:32:47,54057,Regular,Sports,Water Bottle,1,13.32,13.32,Credit Card
TRX-985194,2025-12-11 06:05:09,29410,New,Home & Garden,Blender,1,73.15,73.15,Debit Card
TRX-732552,2025-10-20 00:04:53,34931,Regular,Electronics,Monitor,1,362.62,362.62,Cash
TRX-547818,2026-01-05 18:16:01,11025,New,Sports,Dumbbells,3,34.91,104.72999999999999,Credit Card
TRX-586041,2026-01-18 09:48:44,46211,Regular,Home & Garden,Lamp,2,55.3,110.6,Cash
TRX-187656,2025-08-12 15:40:24,42527,Regular,Sports,Dumbbells,4,35.63,142.52,Credit Card
TRX-831618,2025-07-05 17:34:26,50001,New,Home & Garden,Lamp,2,53.3,106.6,Debit Card
TRX-172965,2025-06-24 19:18:06,25157,Regular,Electronics,Laptop,1,933.55,933.55,Credit Card
TRX-243523,2025-12-14 10:03:01,79827,Regular,Sports,Yoga Mat,2,18.51,37.02,Debit Card
TRX-713124,2025-11-26 00:36:30,11824,VIP,Home & Garden,Lamp,2,29.58,59.16,Debit Card
TRX-553214,2026-03-29 06:18:36,89482,Regular,Sports,Yoga Mat,1,27.07,27.07,Debit Card
TRX-995739,2026-03-04 22:58:23,69510,VIP,Sports,Water Bottle,5,21.97,109.85,Credit Card
TRX-597923,2025-12-04 16:57:09,36071,New,Electronics,Laptop,2,1022.84,2045.68,Credit Card
TRX-200638,2025-07-20 00:51:06,47353,Regular,Sports,Yoga Mat,1,16.16,16.16,Credit Card
TRX-965938,2025-09-02 07:38:37,17455,VIP,Home & Garden,Plant Pot,3,19.59,58.769999999999996,Credit Card
TRX-979037,2025-07-20 11:22:40,61856,Regular,Home & Garden,Blender,4,68.22,272.88,Debit Card
TRX-375754,2025-05-31 11:13:20,74332,New,Home & Garden,Coffee Maker,3,93.1,279.29999999999995,Debit Card
